Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
08/ 02/ 2018,12100.00,32400.00,113950.00,23550.00,25200.00,25500.00,39300.00,40550.00,13750.00,14100.00
09/ 02/ 2018,12100.00,32500.00,113950.00,23400.00,25450.00,26150.00,39900.00,40650.00,13750.00,14100.00
12/ 02/ 2018,12100.00,32450.00,114000.00,23450.00,25600.00,28150.00,40850.00,41600.00,13750.00,14100.00
13/ 02/ 2018,12100.00,32500.00,113700.00,23500.00,25700.00,28600.00,41100.00,42250.00,13750.00,14100.00
14/ 02/ 2018,12100.00,32400.00,113700.00,23350.00,25750.00,29050.00,41350.00,42600.00,13750.00,14100.00
15/ 02/ 2018,12100.00,32350.00,113750.00,23450.00,25750.00,29400.00,41400.00,43000.00,13750.00,14100.00
16/ 02/ 2018,12350.00,28950.00,116100.00,21450.00,23650.00,31850.00,39500.00,48000.00,13100.00,13250.00
19/ 02/ 2018,12050.00,31900.00,113850.00,23350.00,25950.00,30250.00,42000.00,44200.00,13750.00,14100.00
20/ 02/ 2018,12050.00,31850.00,113800.00,23300.00,26000.00,30400.00,41800.00,44400.00,13750.00,14100.00
21/ 02/ 2018,12050.00,31700.00,113650.00,23200.00,26150.00,30600.00,41500.00,45300.00,13750.00,14100.00
22/ 02/ 2018,12050.00,31550.00,113650.00,23200.00,26250.00,30800.00,41050.00,45400.00,13750.00,14100.00
23/ 02/ 2018,12050.00,31450.00,113600.00,23150.00,26250.00,31000.00,40850.00,45200.00,13750.00,14100.00
26/ 02/ 2018,12050.00,31350.00,113700.00,23150.00,26400.00,31200.00,40250.00,45350.00,13750.00,14100.00
27/ 02/ 2018,12000.00,31300.00,113850.00,23100.00,26450.00,31250.00,40350.00,45800.00,13750.00,14100.00
28/ 02/ 2018,12000.00,31150.00,113850.00,23050.00,26450.00,31250.00,40200.00,45850.00,13750.00,14100.00
01/ 03/ 2018,12000.00,31100.00,113950.00,23100.00,26400.00,31300.00,40250.00,45850.00,13750.00,14100.00
02/ 03/ 2018,12000.00,31150.00,114050.00,23050.00,26500.00,31350.00,40550.00,45550.00,13750.00,14050.00
05/ 03/ 2018,12000.00,31050.00,114050.00,23050.00,26700.00,31550.00,41800.00,46900.00,13750.00,14050.00
06/ 03/ 2018,11950.00,31150.00,114050.00,23000.00,26700.00,31450.00,41800.00,47700.00,13750.00,14050.00
07/ 03/ 2018,12000.00,31200.00,114050.00,22950.00,26750.00,31600.00,41850.00,47550.00,13750.00,14050.00
08/ 03/ 2018,11950.00,31300.00,114050.00,22900.00,26900.00,31600.00,42050.00,47400.00,13750.00,14050.00
09/ 03/ 2018,11950.00,31400.00,114000.00,22850.00,27050.00,31700.00,42450.00,48200.00,13750.00,14000.00
12/ 03/ 2018,11950.00,31650.00,114150.00,22750.00,27400.00,31850.00,44250.00,50000.00,13750.00,14000.00
13/ 03/ 2018,11950.00,31800.00,114150.00,22700.00,27400.00,31900.00,44700.00,49700.00,13750.00,14000.00
14/ 03/ 2018,11950.00,31800.00,114150.00,22650.00,27700.00,32050.00,44550.00,49350.00,13750.00,14000.00
15/ 03/ 2018,11950.00,31900.00,114050.00,22650.00,27750.00,32200.00,44850.00,48900.00,13750.00,14000.00
16/ 03/ 2018,11900.00,31800.00,114200.00,22500.00,27550.00,32400.00,45800.00,48850.00,13650.00,14000.00
19/ 03/ 2018,11950.00,32050.00,113950.00,22550.00,28200.00,33550.00,44600.00,47450.00,13750.00,14000.00
20/ 03/ 2018,11950.00,32000.00,113950.00,22550.00,28400.00,33750.00,44350.00,46950.00,13750.00,14000.00
21/ 03/ 2018,11950.00,32000.00,114150.00,22500.00,28400.00,34200.00,44300.00,46750.00,13700.00,14000.00
22/ 03/ 2018,11950.00,32150.00,113850.00,22550.00,28650.00,34450.00,44250.00,46250.00,13750.00,14000.00
23/ 03/ 2018,11950.00,32200.00,114000.00,22500.00,28700.00,34900.00,43700.00,46000.00,13750.00,14000.00
26/ 03/ 2018,11900.00,32400.00,114050.00,22500.00,29750.00,35700.00,43850.00,45100.00,13700.00,14000.00
27/ 03/ 2018,11900.00,32400.00,114050.00,22450.00,30000.00,35700.00,43800.00,45150.00,13750.00,14000.00
28/ 03/ 2018,11850.00,32600.00,113800.00,22500.00,30800.00,36050.00,43300.00,44400.00,13750.00,14050.00
29/ 03/ 2018,11900.00,32500.00,113950.00,22400.00,31100.00,35750.00,43200.00,45050.00,13700.00,14000.00
30/ 03/ 2018,12150.00,29050.00,115450.00,21450.00,28950.00,40650.00,43100.00,45650.00,12950.00,13200.00
02/ 04/ 2018,11900.00,32650.00,114100.00,22700.00,33150.00,35500.00,43400.00,44600.00,13700.00,14000.00
03/ 04/ 2018,11900.00,32650.00,114050.00,22500.00,33700.00,35600.00,43700.00,44750.00,13700.00,14000.00
04/ 04/ 2018,11900.00,32750.00,114200.00,22550.00,33750.00,35250.00,43700.00,44800.00,13700.00,13950.00
05/ 04/ 2018,11850.00,32650.00,114200.00,22450.00,34400.00,35350.00,44050.00,44600.00,13700.00,14000.00
06/ 04/ 2018,11850.00,32650.00,114150.00,22400.00,34950.00,35100.00,44000.00,44500.00,13700.00,14000.00
09/ 04/ 2018,11850.00,32950.00,114100.00,22800.00,35800.00,35150.00,44300.00,44700.00,13750.00,14050.00
10/ 04/ 2018,11850.00,32900.00,114250.00,22900.00,36150.00,35050.00,44400.00,44950.00,13700.00,14000.00
11/ 04/ 2018,11850.00,32750.00,114250.00,23000.00,36700.00,35350.00,44450.00,44650.00,13700.00,14000.00
12/ 04/ 2018,11850.00,32800.00,114250.00,23100.00,37050.00,35450.00,44550.00,44500.00,13700.00,14000.00
13/ 04/ 2018,11900.00,33150.00,114300.00,23300.00,37600.00,35800.00,44250.00,44600.00,13700.00,14000.00
16/ 04/ 2018,11800.00,33250.00,114200.00,23250.00,37550.00,35150.00,43550.00,42500.00,13700.00,14000.00
17/ 04/ 2018,11800.00,33350.00,114200.00,23450.00,37550.00,34950.00,43100.00,42000.00,13700.00,14000.00
18/ 04/ 2018,11800.00,33500.00,114200.00,23550.00,37550.00,34750.00,42300.00,41450.00,13700.00,14000.00
19/ 04/ 2018,11800.00,33550.00,114200.00,23600.00,37800.00,34750.00,41900.00,40900.00,13700.00,14000.00
20/ 04/ 2018,11800.00,33550.00,114350.00,23600.00,37900.00,34800.00,41350.00,40500.00,13700.00,13950.00
23/ 04/ 2018,11800.00,34000.00,114200.00,23700.00,37650.00,34500.00,39750.00,38500.00,13700.00,14000.00
24/ 04/ 2018,11750.00,34100.00,114200.00,23750.00,37750.00,34500.00,39650.00,38100.00,13700.00,14000.00
25/ 04/ 2018,11750.00,34000.00,114200.00,23750.00,37550.00,34250.00,39550.00,37700.00,13700.00,13950.00
26/ 04/ 2018,11750.00,34050.00,114200.00,23800.00,37500.00,34000.00,39200.00,37300.00,13750.00,13950.00
27/ 04/ 2018,11750.00,34050.00,114200.00,23750.00,37400.00,33650.00,39350.00,36700.00,13750.00,13950.00
30/ 04/ 2018,11750.00,34300.00,114300.00,23900.00,37100.00,32600.00,39600.00,35900.00,13700.00,13950.00
01/ 05/ 2018,10700.00,36650.00,108150.00,31850.00,45500.00,34350.00,41450.00,39600.00,13750.00,15350.00
02/ 05/ 2018,11750.00,34450.00,114200.00,24050.00,36750.00,32000.00,39550.00,35500.00,13750.00,14000.00
03/ 05/ 2018,11750.00,34400.00,114200.00,24150.00,36600.00,31500.00,39450.00,35300.00,13750.00,13950.00
04/ 05/ 2018,11750.00,34550.00,114200.00,24250.00,36550.00,31050.00,39300.00,35050.00,13700.00,13950.00
07/ 05/ 2018,11750.00,34800.00,114000.00,24650.00,36700.00,30150.00,39500.00,34600.00,13700.00,13950.00
08/ 05/ 2018,11750.00,35050.00,114450.00,24750.00,36850.00,29950.00,39200.00,34400.00,13700.00,13950.00
09/ 05/ 2018,11750.00,35350.00,114500.00,24900.00,36800.00,30050.00,39000.00,34600.00,13700.00,13950.00
10/ 05/ 2018,10800.00,37200.00,108150.00,33050.00,46350.00,33950.00,41850.00,31150.00,13750.00,15450.00
11/ 05/ 2018,11700.00,35750.00,114550.00,25250.00,36600.00,30000.00,39450.00,34700.00,13700.00,13950.00
14/ 05/ 2018,11750.00,36600.00,115050.00,25600.00,36400.00,29400.00,40800.00,34900.00,13700.00,13950.00
15/ 05/ 2018,11700.00,36750.00,115950.00,25500.00,35850.00,28800.00,40800.00,34750.00,13650.00,13950.00
16/ 05/ 2018,11750.00,37050.00,116800.00,25750.00,36200.00,29300.00,40450.00,35050.00,13650.00,13900.00
17/ 05/ 2018,11750.00,37000.00,116500.00,25800.00,36250.00,29300.00,41000.00,35200.00,13700.00,13950.00
18/ 05/ 2018,11700.00,37000.00,116000.00,25850.00,36450.00,29450.00,41550.00,36700.00,13700.00,13950.00
21/ 05/ 2018,11700.00,36600.00,115700.00,25750.00,36350.00,29000.00,40150.00,37050.00,13700.00,13950.00
22/ 05/ 2018,11700.00,36500.00,115300.00,25700.00,36250.00,28700.00,40050.00,36300.00,13700.00,13950.00
23/ 05/ 2018,11700.00,36100.00,115150.00,25650.00,36250.00,28600.00,39400.00,35650.00,13700.00,13950.00
24/ 05/ 2018,11700.00,35900.00,115250.00,25600.00,36050.00,28400.00,38050.00,35000.00,13700.00,13900.00
25/ 05/ 2018,11700.00,35700.00,115350.00,25700.00,36300.00,28600.00,38250.00,35250.00,13700.00,13950.00
28/ 05/ 2018,11700.00,35550.00,115150.00,25700.00,36050.00,28450.00,36750.00,35200.00,13700.00,13950.00
29/ 05/ 2018,10850.00,38200.00,113150.00,31200.00,47900.00,34000.00,48950.00,33050.00,13750.00,15350.00
30/ 05/ 2018,11700.00,35250.00,115650.00,25700.00,36300.00,28800.00,35850.00,35700.00,13700.00,14000.00
31/ 05/ 2018,11700.00,35100.00,115450.00,25500.00,36050.00,28500.00,34950.00,35400.00,13700.00,13950.00
01/ 06/ 2018,11700.00,35100.00,115750.00,25250.00,35850.00,28350.00,34500.00,36300.00,13700.00,13900.00
04/ 06/ 2018,11700.00,35100.00,115750.00,25250.00,35850.00,28350.00,34500.00,36300.00,13700.00,13900.00
05/ 06/ 2018,11700.00,35100.00,116000.00,25200.00,35700.00,28100.00,34350.00,36500.00,13700.00,13900.00
06/ 06/ 2018,11700.00,35350.00,115850.00,25250.00,35700.00,28200.00,35300.00,37350.00,13700.00,13950.00
07/ 06/ 2018,11700.00,35400.00,115750.00,25150.00,35700.00,28200.00,35300.00,37950.00,13700.00,13900.00
08/ 06/ 2018,11700.00,35550.00,115950.00,25150.00,35650.00,28350.00,35750.00,38700.00,13700.00,13900.00
11/ 06/ 2018,11700.00,36950.00,118800.00,25150.00,35900.00,28750.00,43500.00,42650.00,13700.00,13900.00
12/ 06/ 2018,11700.00,38050.00,120200.00,25300.00,36150.00,29000.00,46200.00,43800.00,13700.00,13900.00
13/ 06/ 2018,11650.00,38850.00,122250.00,24950.00,35950.00,28900.00,47850.00,45400.00,13600.00,13900.00
14/ 06/ 2018,11650.00,38850.00,122250.00,24950.00,35950.00,28900.00,47850.00,45400.00,13600.00,13900.00
15/ 06/ 2018,11700.00,39500.00,118500.00,25300.00,36150.00,29650.00,46600.00,46850.00,13700.00,13900.00
18/ 06/ 2018,11700.00,39500.00,118500.00,25300.00,36150.00,29650.00,46600.00,46850.00,13700.00,13900.00
19/ 06/ 2018,11700.00,39300.00,118100.00,25300.00,35850.00,29650.00,44800.00,46950.00,13700.00,13900.00
20/ 06/ 2018,11700.00,39150.00,117400.00,25350.00,35750.00,29450.00,43000.00,45600.00,13750.00,13950.00
21/ 06/ 2018,11700.00,38850.00,117500.00,25100.00,35650.00,29300.00,40850.00,44550.00,13700.00,13900.00
22/ 06/ 2018,11700.00,38700.00,117000.00,25100.00,35400.00,29100.00,38850.00,42750.00,13700.00,13900.00
25/ 06/ 2018,11700.00,38150.00,116350.00,25000.00,34650.00,29050.00,36550.00,40350.00,13700.00,13900.00
26/ 06/ 2018,11700.00,37850.00,116250.00,25000.00,34450.00,29150.00,35850.00,40350.00,13700.00,13900.00
27/ 06/ 2018,11700.00,38850.00,116000.00,25000.00,34100.00,29050.00,34900.00,40150.00,13700.00,13900.00
28/ 06/ 2018,11700.00,38850.00,116000.00,25000.00,34100.00,29050.00,34900.00,40150.00,13700.00,13900.00
29/ 06/ 2018,11700.00,37400.00,115950.00,25100.00,34000.00,29050.00,34500.00,41450.00,13650.00,13900.00
02/ 07/ 2018,11700.00,37050.00,115700.00,25500.00,33300.00,28950.00,35450.00,44700.00,13650.00,13900.00
03/ 07/ 2018,11700.00,37050.00,115450.00,25600.00,33050.00,28900.00,35450.00,45250.00,13650.00,13850.00
04/ 07/ 2018,11700.00,37100.00,115400.00,25700.00,32950.00,28850.00,35550.00,45650.00,13650.00,13850.00
05/ 07/ 2018,11700.00,37050.00,115400.00,25850.00,32750.00,28750.00,35550.00,47000.00,13650.00,13850.00
06/ 07/ 2018,11650.00,37000.00,115150.00,25900.00,32350.00,28600.00,34850.00,47250.00,13600.00,13800.00
09/ 07/ 2018,11650.00,37850.00,115550.00,26650.00,32100.00,28750.00,38300.00,48850.00,13650.00,13850.00
10/ 07/ 2018,11700.00,38100.00,115500.00,26750.00,31850.00,28750.00,38450.00,49100.00,13600.00,13850.00
11/ 07/ 2018,11650.00,38250.00,115100.00,26900.00,31750.00,28950.00,38400.00,48800.00,13600.00,13800.00
12/ 07/ 2018,11700.00,38450.00,115300.00,27050.00,31300.00,28950.00,39250.00,49650.00,13600.00,13850.00
13/ 07/ 2018,11700.00,38500.00,115250.00,27200.00,31250.00,28850.00,39250.00,49900.00,13600.00,13850.00
16/ 07/ 2018,11700.00,39050.00,115350.00,27200.00,30700.00,28500.00,39750.00,51250.00,13600.00,13850.00
17/ 07/ 2018,11700.00,39100.00,115400.00,27150.00,30250.00,28350.00,39800.00,51100.00,13600.00,13800.00
18/ 07/ 2018,11700.00,39050.00,115200.00,27350.00,29850.00,28200.00,39700.00,51400.00,13600.00,13850.00
19/ 07/ 2018,11700.00,39500.00,115500.00,27350.00,29500.00,28100.00,39350.00,51400.00,13600.00,13800.00
20/ 07/ 2018,11700.00,39700.00,115650.00,27200.00,29100.00,28000.00,39900.00,51750.00,13600.00,13800.00
23/ 07/ 2018,11700.00,41200.00,115600.00,27150.00,28600.00,27650.00,39450.00,50600.00,13600.00,13800.00
24/ 07/ 2018,11700.00,41300.00,115600.00,27050.00,28700.00,27700.00,39100.00,49650.00,13600.00,13800.00
25/ 07/ 2018,11700.00,41150.00,115500.00,26950.00,28400.00,27400.00,37900.00,48900.00,13600.00,13800.00
26/ 07/ 2018,11700.00,41300.00,115550.00,26900.00,28250.00,27300.00,37300.00,47950.00,13600.00,13800.00
27/ 07/ 2018,11700.00,40850.00,115650.00,26800.00,28050.00,27350.00,36800.00,47350.00,13550.00,13800.00
30/ 07/ 2018,11650.00,39900.00,115300.00,26350.00,27850.00,27050.00,35750.00,45200.00,13550.00,13750.00
31/ 07/ 2018,11700.00,39750.00,115500.00,26400.00,27700.00,26950.00,36500.00,45050.00,13550.00,13800.00
01/ 08/ 2018,11700.00,39200.00,115500.00,26250.00,27700.00,27000.00,36450.00,44700.00,13600.00,13800.00
02/ 08/ 2018,11700.00,39050.00,115500.00,26100.00,27750.00,27000.00,36400.00,44250.00,13550.00,13750.00
03/ 08/ 2018,11700.00,38850.00,115500.00,26000.00,27800.00,26950.00,36800.00,44150.00,13550.00,13750.00
06/ 08/ 2018,11650.00,38300.00,115350.00,25700.00,27600.00,27000.00,37150.00,42200.00,13550.00,13800.00
07/ 08/ 2018,11650.00,37850.00,115600.00,25500.00,27550.00,26800.00,37200.00,41950.00,13500.00,13750.00
08/ 08/ 2018,11650.00,37700.00,115350.00,25400.00,27500.00,26550.00,36950.00,41800.00,13550.00,13750.00
09/ 08/ 2018,11650.00,37700.00,115700.00,25300.00,27500.00,26750.00,37050.00,41700.00,13550.00,13750.00
